ts	phase	decision	why	evidence	result
2026-07-24T21:08:31Z	frame	Gave every shared-lowering temporary a function-owned and pass-owned semantic identity	A generated name is target projection, not proof that a declaration and its reads are the same local	TyCompilerTemporaryAllocator.hx; TyLocalId.forCompilerTemporary	identity contains the stable function owner, versioned lowering pass, pass-local ordinal, and diagnostic generated name
2026-07-24T21:08:31Z	allocation	Restarted deterministic allocation at each typed-function boundary	A process-wide counter would renumber a function when an unrelated function was inserted or visited first	TypedAbstractUnaryLowering.lowerClassesWithHelpers; TypedAbstractBinaryLowering.lowerClassesWithHelpers	unary and binary lowering each create one allocator per function and use distinct versioned pass identities
2026-07-24T21:08:31Z	binding	Attached one immutable binding to every generated declaration and paired read	Backends and future caches must not recover temporary ownership from a generated string	TypedAbstractUnaryLowering.hx; TypedAbstractBinaryLowering.hx	receivers, operands, array indexes, current values, results, inline arguments, and helper locals preserve exact declaration/read identity
2026-07-24T21:08:31Z	shadowing	Replaced inline-helper name substitution with exact source-binding substitution	A helper parameter and a nested helper local may legally have the same source name but must select different declarations	M14TypedAbstractUnaryIntegrationTest.hx; M14TypedAbstractBinaryIntegrationTest.hx	nested helper reads select the inner binding and later reads return to the exact outer local or parameter binding
2026-07-24T21:08:31Z	invariants	Required every structural LocalRead and Temporary to carry exactly one valid binding	Missing or stale temporary facts must fail before any backend can emit believable but incorrect target code	TypedBodyInvariant.hx; M14TypedBodyBoundaryIntegrationTest.hx	unbound temporary and unbound local-read fixtures fail; reads of undeclared identities and conflicting binding facts remain rejected
2026-07-24T21:08:31Z	revision	Included pass-owned temporary bindings in typed-module implementation evidence	Two lowered bodies must not compare equal when they were produced by different passes or bind different generated declarations	CompilerTypedModuleRevision.hx; focused unary and binary revision assertions	implementation schema is typed-module-implementation-v7 and the canonical evidence contains the pass identity and exact generated binding identity
2026-07-24T21:08:31Z	scope	Deferred backend naming and representation-map hard cuts	The shared semantic fact must exist before Stage3 OCaml, JS, and C++ can safely stop indexing locals by source or generated names	haxe_ocaml-i7d5a.2 description; parent haxe_ocaml-i7d5a	this child adds no target-specific identity, CFG, SSA form, or persistent cache format
2026-07-24T21:08:31Z	focused-proof	Passed deterministic allocation, binding-boundary, shadowing, unary, binary, and cross-backend fixtures	The highest-risk failures are process-order dependence, declaration/read mismatch, and name collisions under nested helper scopes	npm run test:m14:typed-local-identity; npm run test:m14:typed-body-boundary; npm run test:m14:typed-abstract-unary; npm run test:m14:typed-abstract-binary; cross-backend fixtures	all focused and cross-backend checks passed after revision-evidence assertions were added
2026-07-24T21:08:31Z	second-pass	Accepted the compiler-temporary seam after a thinking:high review	This task can create believable wrong output if one lowering use remains name-based or if unrelated traversal changes identity	TyCompilerTemporaryAllocator; both abstract lowering passes; TypedBodyInvariant; CompilerTypedModuleRevision	the review found and removed name-keyed inline-helper substitution and added the missing direct revision proof; no unresolved semantic issue remains in this child
2026-07-24T21:08:31Z	regression-proof	Passed the complete compiler shard	Typed local facts flow through every backend and dependency observation, so focused tests alone are insufficient	node scripts/ci/core-test-shard.js --shard compiler	110 of 110 commands passed in 548.198 seconds
2026-07-24T21:08:31Z	generated-native-proof	Regenerated the native OCaml bootstrap exclusively from Haxe source and passed Dune verification	The new identity and binding types cross Reflaxe generation and the committed bootstrap snapshot; hand-editing generated OCaml would invalidate that proof	regenerate-hxhx-bootstrap.sh --skip-if-unchanged --incremental --verify	emit=1497s; snapshot files=369; verification=24s; total=1533s; exact native snapshot PASS
2026-07-24T21:08:31Z	performance	Recorded the slower full regeneration instead of treating it as normal	The preceding comparable source-local regeneration emitted in 901 seconds, so the 1497-second result is a measured regression signal even though correctness passed	haxe_ocaml-i7d5a.1 audit; current attached regeneration	current emit was 596 seconds slower than the prior reference; this child does not claim or attempt a causal performance diagnosis
2026-07-24T21:08:31Z	final-guards	Passed formatting, aggregate shard inventory, diff integrity, and generated fingerprint freshness	Closure requires current Haxe formatting, required-CI reachability, a clean patch shape, and proof that generated output matches current source	npm run guard:hx-format; npm run guard:core-test-shards; git diff --check; fingerprint regeneration recheck	886 Haxe files clean; 117 commands assigned across four shards; fingerprint skipped emission and reverified the unchanged snapshot in 26 seconds
2026-07-24T21:08:31Z	readiness	Kept README Goals and product maturity unchanged	This child closes an internal semantic prerequisite but does not yet migrate backend lookup, enable typed-module reuse, or add a supported user workflow	haxe_ocaml-i7d5a.2 acceptance review	child is ready to close; parent remains open for backend consumers and removal of name-only recovery
