ts	phase	decision	why	evidence	result
2026-08-10T12:14:00Z	selection	deferred the three standard-Map carrier references and selected sealed return-signal raises	Map carrier identity needs a broader program-wide type boundary, while return meaning already has a source-bound control-plan owner	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlControlPlan.hx	bounded two-site slice selected
2026-08-10T12:17:00Z	contract	limited the child to the private signal raised by each admitted return	catch propagation and function-boundary recovery are separately owned occurrences and should not share one broad permission	haxe_ocaml-0uwin.31.9	issue created and claimed
2026-08-10T12:18:00Z	expected-red	added the smallest faithful contract that asks a sealed return for its exact runtime-use plan	the test must fail because that owner-bound contract does not exist yet	.audit/haxe_ocaml-0uwin.31.9-red.md	failed for intended missing-type reason
2026-08-10T12:22:00Z	implementation	derived one exact HxRuntime requirement and expression occurrence from each sealed return decision	the existing control plan already owns return meaning, so syntax needs only a narrow checked permission	RETURN_RUNTIME_USE:PASS	focused contract green
2026-08-10T12:24:00Z	vertical-finding	rejected whole-expression local reconciliation after a real return value used HxInt.add	the return plan must not claim private helpers that belong to another sealed plan	portable early_return first build	ownership overreach reproduced before publication
2026-08-10T12:25:00Z	correction	reconciled a signal-only proof locally and kept the complete expression for final program authority	this grants only the return signal while preserving the request-wide safety check	portable early_return native build and expected stdout	composition works without widening permission
2026-08-10T12:26:00Z	separate-finding	filed the stale Eof expectation under haxe_ocaml-m9vvm	nominal exception authorization changed that test policy independently of return signals	early_return fixture post-build assertion	return slice remains bounded
2026-08-10T12:27:00Z	vertical-proof	ran void_return_control through Haxe generation, OCaml build, and the native executable	payloadless and nested-function returns need a real boundary proof beyond the macro fixture	PORTABLE_FIXTURE_ALLOWLIST=void_return_control PORTABLE_JOBS=1 bash scripts/test-portable.sh	passed
2026-08-10T12:28:00Z	inventory	regenerated the source-level private-runtime inventory with the scoped review bead	the migration claim is exactly two removed construction sites, not broader readiness	REFLAXE_OCAML_RUNTIME_REFERENCE_INVENTORY:PASS entries=355	357 to 355
2026-08-10T12:29:00Z	second-pass	reviewed root versus nested ownership, exact identities, local versus final authority, and remaining references	xhigh work requires an independent written challenge before closure	.audit/haxe_ocaml-0uwin.31.9-second-pass.md	no remaining slice blocker
2026-08-10T13:00:00Z	verification	ran focused ownership tests, three upstream-Haxe return oracles, a native void-return tracer, ownership guards, and the full repository guard suite	the narrow contract must remain correct both alone and inside the persistent compiler, output transaction, package, and policy surfaces	RETURN_RUNTIME_USE:PASS; REFLAXE_OCAML_VOID_RETURN_CONTROL_FIXTURE:PASS; npm run ci:guards exit 0	all required gates passed
