ts	phase	decision	why	evidence	result
2026-08-02T23:29:26Z	calibration	Use thinking:xhigh for the represented-array hard cut	A stale revision link or incomplete deletion can compile into plausible output that disagrees about array identity, mutation, or exception transport	Bead haxe_ocaml-w32h3.27; docs/00-project/ORACLE_CHECKPOINT_REPRESENTED_ARRAY_BOUNDARY_2026_08_02.md	Applied xhigh to subsequent turns; release after hard cut and second-pass evidence
2026-08-02T23:36:11Z	red test	Required the registry to normalize and seal one descriptor-backed Array<Int>	The lowest faithful owner must fail because the descriptor and revision-linked selection do not exist, not because runtime output was guessed	npm run test:reflaxe-ocaml:representation-registry; test/reflaxe_ocaml_representation/src/RepresentationRegistryFixture.hx	RED for the intended reason: normalizedDirectFlatArray, selectRepresentedArray, and requireRepresentedArray are missing
2026-08-03T02:00:21Z	implementation	Moved direct Array<Int> storage and throw planning onto one immutable represented-array descriptor	Local storage and exception transport must consume the same exact element representation and HxArray carrier instead of recognizing the source type independently	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlRepresentationRegistry.hx; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlControlPlan.hx	One descriptor now binds Array<Int> to the exact Int ArrayElement revision and all migrated references carry exact revisions
2026-08-03T02:00:22Z	hard cut	Deleted the exact Array<Int> local and control selectors	Keeping an exact selector beside the descriptor consumer would leave two plausible semantic paths	rg fixed-string hard-cut search across packages/reflaxe.ocaml/src, test, and scripts	No old exact array selector, carrier, conversion, or proof identifier remains outside regenerated evidence
2026-08-03T02:00:23Z	vertical proof	Ran the nested return and throw scenario through OCaml build and native execution	The smallest real boundary must preserve one mutable array object through a Dynamic catch and reject forged graph links	test/portable/fixtures/early_return/test.sh; PORTABLE_FIXTURE_ALLOWLIST=early_return PORTABLE_JOBS=1 bash scripts/test-portable.sh	PASS with deterministic report and corrupt representation or descriptor links rejected
2026-08-03T02:00:24Z	determinism	Regenerated all affected lowering reports twice through the official fixture path	Model-version and graph changes must produce stable reviewed evidence rather than hand-edited snapshots	test/portable/fixtures/*/expected.lowering.json; npm run test:portable	Six affected goldens were stable across regeneration
2026-08-03T02:00:25Z	profile and repository gates	Ran portable and metal profile contracts plus formatting and handwritten-OCaml ownership guards	The representation refactor must not broaden profile claims or move compiler semantics into generated or handwritten OCaml	package.json scripts test:m14:ocaml-profile-contract, test:m14:metal-profile-verifier, test:m14:portable-auto-metalization-planner, test:m14:metal-array-string-specialization, guard:hx-format, guard:handwritten-ocaml-ownership	All gates passed
2026-08-03T02:00:26Z	broad proof	Ran the complete portable portfolio and investigated two failures	A stronger aggregate representation digest correctly stopped fixture corruption helpers before their intended deeper checks	npm run test:portable; test/portable/fixtures/anon_struct_basic/test.sh; test/portable/fixtures/class_monomorphic_carrier/test.sh	Initial run passed 98 of 100; the two failures were test-sensitivity gaps, not generated-program failures
2026-08-03T02:00:27Z	test sensitivity	Made two corruption fixtures recompute only the outer aggregate after changing a deeper record	The fixtures must preserve the outer envelope so the inspector reaches and rejects the exact forged leaf they claim to test	test/portable/fixtures/anon_struct_basic/test.sh; test/portable/fixtures/class_monomorphic_carrier/test.sh	Both narrow reruns passed and retained their specific deeper failure assertions
2026-08-03T02:00:28Z	complete backstop	Reran every portable fixture after the test-sensitivity correction	A green narrow fixture cannot substitute for the full Haxe-to-OCaml compile, build, and runtime portfolio	npm run test:portable	PASS: 100 of 100 fixtures
2026-08-03T02:00:29Z	package proof	Built, installed, and exercised the packaged target	Repository-only success would not prove the published package keeps the new schema and native behavior	npm run test:reflaxe-ocaml:package-install	PASS with archive, emitted-source, and executable SHA-256 receipts
2026-08-03T02:00:30Z	second pass	Added a direct Array<IntAlias> rejection case after reviewing every deferred boundary	The first implementation reused an Int predicate that follows typedefs, silently exceeding the direct Array<Int> contract	test/reflaxe_ocaml_representation/src/RepresentationRegistryFixture.hx; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlRepresentationRegistry.hx	RED for the intended reason, then PASS after direct element-shape matching replaced typedef-following
2026-08-03T02:40:42Z	final candidate backstop	Repeated the complete portable portfolio after the typedef-boundary correction	Broad proof must describe the exact compiler source that will be committed, not an almost-identical earlier candidate	npm run test:portable	PASS: 100 of 100 fixtures on the final source candidate
2026-08-03T02:40:43Z	final package proof	Repeated package installation and native execution after the final compiler correction	The packaged receipt must also belong to the exact candidate	npm run test:reflaxe-ocaml:package-install	PASS: archive 2918148eb8db081f99c6c04b01b8a11f9e001626f6ea1f04a641441e12fe720a; emitted source b11fdf743ab750c60139af0b79469050783555f259fd2af9d0e822afdbcebf26; executable 3a23c1944d58f9512e4560b3ffc0e991bfb92e71ef2bced2d20a9c311501deca
2026-08-03T02:40:44Z	closure review	Mapped all eight acceptance items and every stop condition to final source, focused tests, broad execution, package evidence, and hard-cut searches	The xhigh task requires a deliberate second pass because stale graph links can otherwise produce believable output	Bead haxe_ocaml-w32h3.27; git diff --check; final hard-cut and old-version searches	No remaining material gap; fields, calls, returns, typed catches, nullable, nested, generic, typedef, abstract, and other element families remain blocked; README unchanged
