ts	phase	decision	why	evidence	result
2026-07-30T20:55:00Z	scope	limited the slice to enum constructors visible at the throw expression	the completed carrier contract can prove those values without guessing about locals calls fields nullable values or native OCaml enums	Bead haxe_ocaml-w32h3.16	bounded direct-constructor plan selected
2026-07-30T20:56:00Z	behavior-oracle	froze direct enum throw behavior on upstream Haxe 4.3.7 interpreter JavaScript and Neko	the compiler change must preserve exact catches Dynamic fallback payloads propagation and once-only evaluation	test/oracle/reflaxe_ocaml_enum_throw_control_seed; npm run test:reflaxe-ocaml:enum-throw-oracle	three routes pass with identical output
2026-07-30T21:04:00Z	scope-correction	kept Dynamic-to-enum cast recovery outside the throw slice	the first native probe showed that cast recovery is a separate boxed-Dynamic conversion while reflection is the supported observation used by this throw test	first native output wrong-dynamic-payload:2154081632; oracle seed Dynamic case	fixture now tests Dynamic enum reflection without hiding separate conversion debt
2026-07-30T21:06:00Z	discovered-debt	separated mixed-shape enum reflection from direct throw transport	the fresh native build recovered exact typed Pair values but Type.enumConstructor mapped OCaml block tag 1 to Haxe constructor Payload instead of Pair	native enum-throw output; generated HxType.enumConstructor; Bead haxe_ocaml-0uwin.16	direct throw fixture now proves Pair through an exact typed catch and Dynamic catchability separately
2026-07-30T21:20:37Z	inspection	made partial enum-throw evidence fail as corrupted enum evidence	a damaged report should never fall through to an unrelated representation error	test/portable/fixtures/enum_throw_control/test.sh	valid build and carrier, tag, proof, and missing-runtime tamper checks pass
2026-07-30T21:24:54Z	goldens	regenerated the six affected lowering reports from two matching builds	the control-plan schema changed, so checked reports must come from the compiler rather than text replacement	test/portable/fixtures/*/expected.lowering.json	all six focused portable fixtures pass determinism and behavior checks
2026-07-30T21:47:21Z	regressions	updated runtime-report contracts after direct enum throws gained exact HxEnum roots	the new roots are real source-bound requirements, while report authority correctly remains partial because observation is only by module name	scripts/ci/reflaxe-ocaml-inspect-fixture-test.js; test/portable/fixtures/anon_struct_basic/test.sh; test/M6RuntimeCopierIntegrationTest.hx	inspection, anonymous-object portable fixture, and M6 runtime copier integration pass
2026-07-30T21:51:15Z	checkpoint	committed and pushed the bounded direct-enum throw slice	the compiler change and its exact evidence were green enough to preserve as one reviewable checkpoint before independent review	commit b40253ccb	pushed to origin/codex/9bome-next; Bead remains open pending xhigh review
2026-07-30T22:26:35Z	independent-review	accepted the reviewer no-go and kept the Bead open	the first implementation bound a decision to a typed object but did not verify that the decision retained the same source occurrence; public inspection also accepted any nonempty pipeline revision	review_direct_enum_throw using GPT-5.6 Sol at thinking:xhigh	one high-risk stale-source gap, one report-validation gap, and two stale comments required remediation
2026-07-30T22:26:35Z	review-remediation	bound every indexed transfer to its exact typed source and strengthened public report validation	a cached or altered decision must not survive a source, function, enum, or pipeline mismatch; the report digest now binds loop targets, transfers, and catch chains before field validation	OcamlControlPlan; ReflaxeOcamlInspection; ControlPlanFixture; enum_throw_control tamper matrix	wrong source, enum, function, carrier, tags, proof, pipeline, and missing runtime reason all fail closed
2026-07-30T22:26:35Z	verification	preserved valid throw, catch, runtime, and target-reuse behavior after the stricter checks	the remediation changes validation rather than Haxe semantics, so neighboring control families and exact cache hits must remain green	control-plan fixture; five portable throw/catch fixtures; public inspection; M6 runtime copier; target-reuse contract; 1025-file format guard; local-path and gitleaks guards	all focused and broad checks pass; README Goals reviewed and unchanged because this closes an internal control slice rather than a user-ready product route
