ts	phase	decision	why	evidence	result
2026-08-10T20:49:19Z	selection	Claimed the portable portfolio restoration task	Four independent failures need separate owners before the full backstop can be trusted	haxe_ocaml-0uwin.31.21 and focused fixture runs	two stale assertions and two product defects confirmed
2026-08-10T20:49:19Z	inspector	Validated Bool-to-Dynamic call requirements in the public inspector	A valid compiler requirement must be linked to its exact typed call and rejected when its runtime module is corrupted	dynamic_throw_control valid and corruption cases	valid inspector path passes; wrong runtime root is rejected
2026-08-10T20:49:19Z	fixtures	Narrowed two stale expectations to their actual claims	A fixture must not fail because unrelated report families grew or because it retained an old schema number	class_monomorphic_carrier and enum_reflection_layout	both focused portable fixtures pass
2026-08-10T21:28:00Z	do-while	Emitted one recursive body for do-while loops	Copying one generated body into two syntax locations duplicated the same private runtime-use occurrence	do_while_basic runtime and reconciliation checks	body executes repeatedly with one syntax owner; continue reaches the condition and break exits
2026-08-10T22:14:00Z	portfolio	Ran the complete 112-fixture portable backstop	The full portfolio was needed to detect affected owners outside the four initial fixtures	PORTABLE_JOBS=3 npm run test:portable	98 passed and 14 failed; failures reduced to Array ownership, stale source/report checks, and subclass catches
2026-08-10T22:42:00Z	nested-array-read	Separated nested Array-read ownership from optional return/control planning	Iterator closures without early returns still need exact HxArray.get decisions	structural_iterator_runtime_boundary and XML/RTTI fixture group	nested iterator and seven XML/RTTI fixtures pass
2026-08-10T22:42:00Z	array-alias	Canonicalized standard Array call receivers after typed field resolution	Haxe typedef aliases such as NativeRest<T> resolve to real Array methods and must not lose copy or push behavior	haxe_core_bucket02_basic Rest.append runtime output	rest.len restored from 0 to 4 without a Rest-specific compiler rule
2026-08-10T22:42:00Z	checkpoint	Kept the portfolio Bead open after a partial convergence checkpoint	Subclass-aware catches require a separately reviewed control-plan revision rather than an unchecked local cast	exceptions_basic and typed_catches remain red	validated Array/runtime slice is ready to commit; no readiness claim changes
2026-08-10T23:05:00Z	runtime-class-control	Added a control-only runtime-tag carrier for generated class exceptions	A thrown value must contribute its concrete and parent class tags before a typed catch can match source inheritance	exceptions_basic, typed_catches, exact throw/catch controls, corruption checks	branch selection and source order pass without a second class representation
2026-08-10T23:18:00Z	portfolio-first-pass	Ran all 112 portable fixtures after the control-plan revision	The complete backstop was required to find stale consumers of the revised report schema	npm run test:portable	110 passed; enum_reflection_layout and inline_dynamic_carrier failed only on schema 79 expectations, then passed after exact updates
2026-08-10T23:21:00Z	field-sensitive-red	Strengthened typed catches to read inherited and subclass fields	A tag-only test could hide an unsafe superclass record cast	typed_catches with Base.label and Child.detail	executable failed with signal 11; generated Child omitted the Base field
2026-08-10T23:48:00Z	oracle	Requested an independent inheritance-layout plan	The crash crossed class layout, constructors, fields, and exception recovery	orq_20260810T232216Z_9e75bd95	response captured but final Pro model proof was invalid; response was not read, processed, or resubmitted
2026-08-10T23:53:00Z	inherited-layout	Used the existing base-prefix layout for field-only inheritance chains	The compiler already had the correct layout but gated it on the presence of method slots	OcamlCompiler dispatch layout selection and generated Base/Child records	Child now stores __hx_type, Base.label, then Child.detail; the former signal-11 fixture passes
2026-08-10T23:58:00Z	focused-green	Rechecked ordinary inheritance and every affected control boundary	The representation fix must not make the exception-only path a second object model	typed_catches, inheritance_override, class_monomorphic_carrier, exact catches/throws, control and runtime-use fixtures	all focused contracts pass; full portable rerun started
2026-08-11T00:20:00Z	portfolio-closure	Ran the clean complete portable portfolio after the inherited-layout fix	The repaired exception boundary must coexist with every supported portable runtime and lowering contract	PATH="$PWD/node_modules/.bin:$PATH" PORTABLE_JOBS=3 npm run test:portable	112 of 112 fixtures passed; prerequisite contracts passed; command exited 0
2026-08-11T00:28:00Z	inspection-closure	Re-ran the inspection and malformed-report contracts after generated record layout changed	Generated layout and report-schema changes need fail-closed tooling evidence in addition to runtime tests	PATH="$PWD/node_modules/.bin:$PATH" npm run test:reflaxe-ocaml:inspect	REFLAXE_OCAML_INSPECT_FIXTURE:PASS
