ts	phase	decision	why	evidence	result
2026-08-08T23:29:40Z	preflight	Treat the missing nested IMap conversion as confirmed unresolved work.	The current registry stores no nested IMap plan, no open PR owns the change, and a fresh compiler-scale run reached the exact fail-closed diagnostic.	haxe_ocaml-0uwin.24; commit 8f667bd22; ocaml-imap-interface:missing-conversion	claimed at thinking:xhigh
2026-08-08T23:29:40Z	boundary	Reuse the existing IMap planner with the exact nested binding and make syntax switch plans with the nested body.	The typed conversion decision already has an owner; the missing part is its nested-function scope, not a new conversion algorithm.	OcamlIMapInterfacePlanner plus OcamlSealedNestedFunctionPlan	focused red test next
2026-08-08T23:32:19Z	red test	Added a real nested Bool function that creates a StringMap, converts it to IMap, and calls exists.	This is the smallest build-and-run path that needs both a nested conversion and nested interface dispatch.	PORTABLE_FIXTURE_ALLOWLIST=imap_runtime_boundary bash scripts/test-portable.sh	failed at src/Main.hx:131 with ocaml-imap-interface:missing-conversion before OCaml output
2026-08-08T23:41:43Z	implementation	Stored one exact IMap plan for every nested function, switched it only while building that body, recorded its runtime requirements, and added nested decisions to the report.	IMap behavior is independent of whether return/control behavior is admitted, so deferred functions also need a non-optional plan.	OcamlFunctionPlanSealer; OcamlFunctionPlanRegistry; OcamlBuilder	focused fixture green
2026-08-08T23:41:43Z	focused proof	Compiled and ran the nested StringMap to IMap conversion, validated its v13 nested identity, and rejected a report that relabeled it as a root decision.	Runtime success alone would not prove plan ownership; the report and corruption check lock the boundary too.	PORTABLE_FIXTURE_ALLOWLIST=imap_runtime_boundary bash scripts/test-portable.sh	STANDARD_IMAP_TYPED_TARGET:PASS and portable conformance pass
2026-08-09T00:13:50Z	compiler-scale checkpoint	Kept the nested-plan fix but treated the next failure as a separate representation boundary.	The compiler workload progressed past the original nested conversion and then failed on a static Map field used inside a nested function.	EmitterStage.hx source range 43266:43289; currentKnownModuleNames	missing conversion from Map<String, Bool> to haxe.IMap<String, Bool>
2026-08-09T00:13:51Z	reduction	Rejected a nested local Map as the reproducer and added a static Map field case instead.	A local Map lowers directly to target storage; the failing compiler form first loads a static Map field into a compiler-generated IMap-typed temporary.	PORTABLE_FIXTURE_ALLOWLIST=imap_runtime_boundary bash scripts/test-portable.sh	focused static-field case fails at src/Main.hx:130 for the intended reason
2026-08-09T00:13:52Z	typed evidence	Identified the exact hidden temporary before choosing a conversion policy.	The Haxe typed dump shows var this1 = Main.forwarded followed by NativeHxMap-style operations that cast this1 back to concrete storage.	test/portable/fixtures/imap_runtime_boundary/dump/cross/Main.dump	ordinary interface boxing would change the representation expected by the next operation
2026-08-09T00:13:53Z	rejected experiment	Reverted target-stdlib parameter and opaque-storage experiments.	Changing NativeHxMap helper parameter types did not prevent Haxe's Map abstract expansion from creating the IMap-typed temporary.	clean git diff for NativeHxMap, StringMap, IntMap, and ObjectMap	no speculative stdlib change retained
2026-08-09T00:13:54Z	escalation	Requested a focused Oracle architecture review before implementing another representation rule.	Several credible seams assign different runtime meanings to the same compiler-generated temporary, and the wrong choice could silently corrupt Map/IMap behavior.	haxe_ocaml-0uwin.24; static Map red fixture; upstream Haxe 4.3.7 Map contract	request asks for ownership, invariants, implementation order, and proving tests rather than code
