ts	phase	decision	why	evidence	result
2026-07-25T02:48:49Z	calibration	use xhigh for PHP typed-record seam selection and semantic review	PHP currently reconstructs believable target behavior from request-global name maps, so a subtle wrong boundary can preserve stale or incorrect meaning	haxe_ocaml-850ii.32.2.13; calibrate-reasoning-effort	xhigh applied for subsequent turns
2026-07-25T02:48:49Z	scope	establish exact typed function input before removing another PHP state cluster	moving the existing maps into a context would improve lifetime but keep target-side semantic guessing	docs/00-project/NATIVE_SERVER_REQUEST_STATE_AUDIT.json; SourceTargetCommon.hx	new bounded child created and claimed
2026-07-25T02:48:49Z	explanation	rewrite the task around the observable PHP risk and the source-to-typed-record-to-PHP flow	a capable Haxe developer should understand who owns meaning and what changes before encountering internal projection names	explain-technical-work; haxe_ocaml-850ii.32.2.13	issue description passes the first-read structure check
2026-07-25T03:02:59Z	verification	run the focused target and language source-native groups before the PHP object group	the narrowest existing groups establish that the new typed-program projection did not break ordinary target selection or language rendering	scripts/test-hxhx-targets.sh	target and language groups passed
2026-07-25T03:02:59Z	blocker	stop PHP validation when the object group exposed binding OR-pattern rejection	the exact typed boundary correctly refused to guess that repeated source names were the same local; this is a shared typer identity gap rather than a PHP formatting defect	packages/hxhx-core/src/TypedBodySource.hx; assertPhpTupleOrPatternCapture	PHP object group failed before emission
2026-07-25T03:02:59Z	oracle	record only Haxe 4.3.7 observable OR-pattern rules	valid alternatives share case-body bindings; every alternative must bind each shared name exactly once; source implementation remains untracked and is not transcribed	.tmp/or-pattern-oracle; docs/00-project/PROVENANCE_POLICY.md	behavior contract established
2026-07-25T03:02:59Z	scope	split shared OR-pattern local identity from the PHP target cutover	the compiler must select one exact local before any backend renders it; a PHP-only spelling correlation would preserve the semantic defect	haxe_ocaml-850ii.32.2.13; TyFunctionEnv.hx	new prerequisite Bead prepared
2026-07-25T03:24:08Z	prerequisite	close the shared OR-pattern identity child after focused runtime and compiler-wide proof	PHP can now consume valid binding OR-patterns without guessing equal names and invalid patterns cannot partially mutate scope	haxe_ocaml-850ii.32.2.13.1; compiler shard 114/114	prerequisite closed
2026-07-25T03:24:08Z	follow-up	own the remaining runtime and platform findings in the PHP typed-function cutover	the PHP runtime case lacks an ordinary typed variable binding and the C# platform test asserts source spelling instead of exact projected identity; neither belongs in OR-pattern analysis	TypedBodySource.hx:505; M14SourceNativeBackendSmokeIntegrationTest.hx:8546	parent validation resumed
2026-07-25T03:24:08Z	recalibration	restore xhigh for the parent PHP cutover	missing typed facts and spelling-sensitive tests must be separated without reopening parsed-body or name-based semantic fallback	calibrate-reasoning-effort	xhigh applied for subsequent turns
2026-07-25T04:06:38Z	provenance	keep Haxe 4.3.7 as a behavior and architecture oracle only	the project may learn what valid Haxe programs do but must independently derive MIT-eligible implementation and must not copy, translate, retype, or mechanically rewrite GPL compiler code	AGENTS.md; docs/00-project/PROVENANCE_POLICY.md	existing durable policy verified; no duplicate rule added
2026-07-25T04:06:38Z	semantic-fix	project optional lambda defaults onto exact typed local identities	the parser marker retained the source parameter spelling while exact typed projection renamed the binding, causing PHP to lose the optional default	TypedBodySource.optionalLambdaCall; assertPhpSameClassFunctionFieldCalls	runtime fixture now emits an exact projected parameter with = null
2026-07-25T04:06:38Z	semantic-fix	resolve using-extension calls once in shared typing and retain the exact provider	the strict PHP projection exposed that the target had previously inferred using precedence, inheritance, visibility, and receiver insertion from parsed directives	TyExtensionMethod.hx; TyperContext.extensionMethods; TypedCallResolution; TypedExpr; TypedBodySource	PHP receives an exact static call and runtime source-target group passes
2026-07-25T04:06:38Z	cleanup	remove the obsolete target-local diagnostic pattern evaluator	CompilerDiagnosticProbe now owns the same compile-time diagnostic behavior before target rendering, so retaining the duplicate block would leave two semantic owners	CompilerDiagnosticProbe.hx; SourceTargetCommon.hx	dead duplicate helper block removed
2026-07-25T04:11:21Z	oracle	verify using precedence through black-box Haxe 4.3.7 execution	the older PHP test expected the first module type while the shared resolver selected the later type; source compatibility required observable oracle evidence rather than preserving target history	haxe 4.3.7 --interp on independent temporary fixtures	later using directives and later types declared by one used module both win
2026-07-25T04:11:21Z	compatibility	update the PHP module-using expectation to Haxe 4.3.7 behavior	the previous first-provider result was a backend divergence, not a compatibility contract	M14ModuleImportAliasTargetIntegrationTest; MODULE_IMPORT_ALIAS_TARGETS:PASS	shared typed selection and PHP output now agree with upstream behavior
2026-07-25T04:11:21Z	verification	run source-target groups and focused identity/directive/dependency gates	exact calls, optional locals, module directives, typed bodies, and dependency records all participate in the new projection seam	source-native targets/language/runtime/objects/platforms; typed backend guard; request-state audit; module import aliases; typed body/local; dependency observation	all focused gates passed after assertion and fixture migrations
2026-07-25T04:22:38Z	verification	preserve exact successful typeError probes while deferring uncertain compatibility cases	valid typed expressions must fold to false, but Unknown or Unresolved inference is not proof and must keep the existing structural fallback	TypedBodyBuilder.compileTimeProbe; typed abstract unary/binary and cross-backend tests	four focused gates passed
2026-07-25T04:30:40Z	verification	run the complete compiler shard after the strict PHP projection changes	the exact typed function boundary affects shared typing, source targets, compiler-server observation, and generated semantic identities	npm run test:ci:shard -- --shard compiler	114 of 114 commands passed in 465.871 seconds
2026-07-25T04:48:23Z	bootstrap	regenerate and verify the committed hxhx bootstrap snapshot from Haxe source	the acceptance boundary forbids hand-edited generated OCaml and requires the Haxe-authored compiler to reproduce a buildable snapshot	scripts/hxhx/regenerate-hxhx-bootstrap.sh --full --force; .tmp/haxe_ocaml-850ii.32.2.13-bootstrap-report.json	stage0 emit 995 seconds; 386 files; Dune verify 22 seconds; total 1027 seconds; passed
2026-07-25T04:49:15Z	bootstrap	build the native compiler from the regenerated snapshot	Dune verification inside regeneration proves the snapshot compiles, while the ordinary build path additionally proves the repository can hydrate and expose the expected out.bc artifact	scripts/hxhx/build-hxhx.sh	passed; out.bc produced in the isolated bootstrap build directory
2026-07-25T04:56:25Z	guards	repair measured mega-file inventory after deleting target-local semantic code and rerun all repository guards	the first guard failure was truthful documentation drift from a 282-line ownership reduction, so the measured watch and its practical explanation had to move with the code	MEGA_FILE_GRAVITY_WATCH.md; npm run guard:mega-file-gravity-watch; npm run ci:guards; git diff --check; npm run guard:hx-format	focused guard passed; full guard bundle passed; 886 Haxe files formatted; diff check clean
2026-07-25T05:50:07Z	second-pass	require every PHP body consumer to read through the exact typed function projection	the first implementation selected exact functions but some helper and generic scanners still called the legacy declaration body accessor, which weakened the visible ownership contract	TypedBackendFunctionProjection.getBody; PhpTypedProgramProjection; SourceTargetCommon.hx	main, helper, static-initializer, and generic scans now enter through one strict typed projection API
2026-07-25T05:50:07Z	second-pass	qualify function identities by source module when detecting duplicate projections	function declaration identities are class-local, so two modules may legitimately contain the same class and method spelling	PhpTypedProgramProjection; assertPhpTypedProjectionFailsClosed	missing and duplicate diagnostics include exact module, class, and function; legal cross-module identities do not collide
2026-07-25T05:50:07Z	second-pass	do not treat best-effort result-type inference as proof for known incomplete diagnostic-probe families	the full PHP runtime fixtures showed that inference can return a type without checking assignment, call, map-entry, logical-not, or recovered try/catch compatibility	TypedBodyBuilder.successfulProbeInferenceIsDecisive; source-native runtime group; abstract operator tests	all focused abstract tests and the complete source-native suite pass without sealing false typeError results
2026-07-25T05:50:07Z	verification	refresh compiler-wide and generated-native evidence after the second-pass semantic correction	Haxe source changed after the first accepted runs, so earlier compiler and bootstrap evidence no longer described the final source state	compiler shard; .tmp/haxe_ocaml-850ii.32.2.13-bootstrap-report-second-pass.json; HXHX_FORBID_STAGE0 build	114 of 114 commands passed in 418.027 seconds; bootstrap emit 1066s, verify 23s, total 1102s, peak 3136MB; stage0-free out.bc build passed
