ts	phase	decision	why	evidence	result
2026-07-24T17:33:52Z	frame	Selected explicit macro-registered external files as the next dependency-observation slice	Upstream Haxe documents this API as a compilation-cache dependency, and native hxhx already retains the request-local registration without publishing it	https://api.haxe.org/v/4.3.7/haxe/macro/Context.html; packages/hxhx/src/hxhx/macro/MacroState.hx	open
2026-07-24T17:33:52Z	scope	Kept arbitrary macro side effects and macro-result reuse out of the slice	Only explicit file registrations have a declared owning module and input file; unmediated effects cannot safely authorize reuse	docs/00-project/NATIVE_INCREMENTAL_SERVER_ARCHITECTURE.md	typed reuse remains disabled
2026-07-24T17:55:31Z	identity	Sealed registered file state through path and content revisions without retaining raw input	Long-lived reports need deterministic comparison but must not reveal machine paths or private schema bytes	CompilerMacroFileDependencyInput.hx; CompilerMacroFileDependencyObservation.hx	file, missing, and not-file states are sorted and duplicate-safe; conflicts fail closed
2026-07-24T17:55:32Z	invalidation	Attached the observation to the owning typed-module revision and added a direct reason	A changed external input must recheck its declared module even when the Haxe source is unchanged	CompilerTypedModuleRevision.hx; CompilerDependencyInvalidator.hx	input-only changes stay local; public and implementation changes retain their normal propagation strength
2026-07-24T17:55:33Z	lifecycle	Passed the authenticated external-host and real server edit sequence	Request-local API state is insufficient evidence for the macro RPC, transaction, failure, and reset boundaries	M14MacroHostRuntimeApiIntegrationTest.hx; npm run test:m14:macro-host-runtime-api	duplicate, unchanged, edit, delete, restore, failed request, reset, A-to-B-to-A, and report privacy passed
2026-07-24T17:55:34Z	focused-proof	Passed the pure graph and existing server observer tests	The new input family must not regress ordinary public, implementation, configuration, source-origin, generated-declaration, or static-initializer reasoning	test:m14:compiler-dependency-edit-sequence; test:m14:compiler-dependency-observation; test:m14:compilation-server-dependency-observation	all focused tests passed
2026-07-24T18:55:39Z	second-pass	Rejected impossible file-state/content pairs and added explicit cancellation plus non-reporting bypass coverage	The thinking:high closure review found that public constructors could otherwise represent a file without bytes or a missing file with bytes, while lifecycle evidence inferred cancellation and observer bypass instead of exercising them	CompilerMacroFileDependencyInput.hx; M14CompilerDependencyEditSequenceTest.hx; M14MacroHostRuntimeApiIntegrationTest.hx	impossible states now fail closed; an expired request cannot publish; an ordinary compile does not perform dependency-observer reads or module validation
2026-07-24T18:55:40Z	generated-native-proof	Regenerated and built the exact native compiler, then passed the public server fixture	The observation crosses Haxe-authored core records, request orchestration, generated OCaml, and long-lived server publication, so interpreter-only tests cannot prove the shipped bootstrap shape	scripts/hxhx/regenerate-hxhx-bootstrap.sh --full; build-hxhx.sh; hxhx-native-server-client-output-fixture.py	emit=1066s; snapshot files=365; verify=21s; total=1099s; public fixture PASS with direct=4821ms cold=5890ms warm=4617ms stability=4645-4781ms reset=6214ms
2026-07-24T18:55:41Z	macro-shard-proof	Passed all authenticated macro-host consumers from one shared native host build	The final lifecycle fixture must prove real RPC registration without rebuilding or substituting a different host per consumer	node scripts/ci/core-test-shard.js --shard macro-host-integration	shared build count=1; runtime API=9.751s; runtime build fields=6.123s; type-not-found=6.110s; shard total=289.768s
2026-07-24T18:55:42Z	final-guards	Accepted the final source and regenerated snapshot after focused, repository-wide, formatting, and freshness checks	The new immutable process-wide singleton, generated records, and request observer must remain within ownership, provenance, bridge, privacy, and formatting contracts	three focused dependency tests; npm run ci:guards; git diff --check; regenerate --full --skip-if-unchanged	all focused tests and repository guards passed; 886 Haxe files are formatted; unchanged fingerprint skipped emission and reverified the bootstrap in 25s
2026-07-24T18:55:43Z	readiness	Kept semantic caching limited to source, resolution, and parser facts and left README Goals and North Star readiness unchanged	This slice observes one declared macro input but does not cache macro execution or typed results, mediate undeclared effects, or establish zero-false-negative cache admission	haxe_ocaml-850ii.32.4.9 acceptance review; README.md status review	child is ready to close; parent dependency-observation work remains open
