ts	phase	decision	why	evidence	result
2026-08-09T01:37:05Z	preflight	Treat the nullable standard Map conversion as confirmed unresolved work.	The current compiler-scale run reproduces the exact missing conversion, and no existing Bead, test, history entry, or active branch owns it.	haxe_ocaml-0uwin.25; .audit/haxe_ocaml-0uwin.24-current-source-result.txt	claimed at thinking:xhigh
2026-08-09T01:41:00Z	behavior boundary	Use stock Haxe 4.3.7 to define both non-null standard Map results and the caught null-access result before changing the target.	The target must not infer that a nullable field is non-null merely because one compiler workload assigns it first.	test/portable/fixtures/imap_nullable_standard_boundary/run-haxe-oracle.sh	focused oracle and red target fixture next
2026-08-09T01:45:00Z	oracle refinement	Keep valid Map results common, but record null-access behavior separately for each stock target.	Haxe 4.3.7 eval, Neko, and Python catch an error, while JavaScript returns null; one expected file would hide real target variation.	imap_nullable_standard_boundary expected.stdout and expected.js.stdout	OCaml selects the fail-closed throwing result; no universal Haxe null claim
2026-08-09T01:47:00Z	red test	Added one real nullable static Map path for String, Int, and object keys, plus a caught null access.	The compiler workload uses the same static Null<Map> shape, while this small fixture runs in seconds and has an independent stock-target oracle.	.audit/haxe_ocaml-0uwin.25-red.txt	oracle green; OCaml target fails at the intended missing conversion
2026-08-09T02:25:05Z	carrier correction	Use the sealed static-storage decision as the source-carrier authority.	Typed source inspection alone suggested a Map-like value, but the static-storage plan proves that Null<Map<K,V>> is stored as Obj.t.	OcamlStaticStoragePlan entry plus focused generated Main.ml	abandoned the raw-carrier assumption before committing it
2026-08-09T02:25:05Z	implementation	Admit only an exact static Null<Map<K,V>> read whose sealed carrier is Obj.t and whose hidden IMap local has only matching NativeHxMap uses.	This keeps the conversion local to the proven standard-library expansion and does not widen arbitrary nullable references.	typed-imap-interface-adapter-v3; typed-standard-map-storage-alias-v2	planner records source and target carriers plus check-null-and-unbox policy
2026-08-09T02:25:05Z	null behavior	Evaluate the nullable value once, call HxRuntime.is_null, throw catchable Haxe Null Access, then recover the exact map with Obj.obj.	Obj.obj is safe only after the plan proves the stored semantic type and the null check; Obj.magic is not used as conversion proof.	imap_nullable_standard_boundary generated syntax and runtime result	String, Int, object, and caught-null cases pass
2026-08-09T02:25:05Z	focused verification	Keep ordinary storage aliases, rejected aliases, and user IMap adapters as independent regression owners.	The new nullable path must not turn every Map or IMap into the same runtime representation.	four-fixture IMap allowlist; inspector/scaffold fixtures; deterministic golden regeneration	all focused and schema gates pass; compiler-scale gate remains
2026-08-09T03:12:29Z	portable portfolio	Accept the new nullable Map boundary as green while preserving three unrelated baseline failures as visible red evidence.	The new fixture and all adjacent Map/IMap owners pass; a detached parent-commit comparison reproduces the same local-storage failures in haxe_core_bucket02_basic, null_bool_local_truthiness, and null_int_local_conversions.	npm run test:portable; parent 0d1a7b9dd detached comparison	102/105 pass; no nullable Map regression; portfolio remains red for pre-existing local-conversion gaps
2026-08-09T03:12:29Z	compiler-scale proof	Close this nullable Map slice after the current-source build passed its former blocker and failed later on an independent local assignment conversion.	The acceptance gate requires advancement, not a false claim that the complete compiler now builds.	a2851867a; .audit/haxe_ocaml-0uwin.25-current-source-result.txt	old Null<Map<String, EmitterCallSig>> boundary passed; next frontier is EmitterStage.hx:7778
2026-08-09T03:12:29Z	second-pass review	Keep the exact static-storage and closed-use proof; do not generalize it to arbitrary nullable references or repair unrelated generated code.	Wrong-carrier, wrong-key-kind, wrong-null-policy, escaped-local, and user-IMap cases remain rejected or use their existing checked adapter.	.audit/haxe_ocaml-0uwin.25-second-pass.md	thinking:xhigh was necessary and sufficient; Oracle not needed for this bounded seam
