ts	phase	decision	why	evidence	result
2026-07-25T20:42:00Z	frame	kept the first PHP program-fact record observation-only	the five legacy maps still decide generated PHP, so determinism can be proved before one bounded production cutover	haxe_ocaml-850ii.32.2.20	no output-path change
2026-07-25T20:51:00Z	identity	bound PHP naming facts to the exact typed-program revision and a separate PHP schema	the semantic program identity and target spelling rules change for different reasons	packages/hxhx-core/src/backend/source/PhpProgramRenderFacts.hx	exact target-neutral input retained
2026-07-25T20:55:00Z	determinism	deduplicated projected types by logical module identity and sorted every serialized fact	fresh allocation and module traversal order must not affect naming decisions	packages/hxhx-core/src/backend/source/PhpProgramRenderFacts.hx	order-independent identity implemented
2026-07-25T20:58:00Z	failure	rejected contradictory projected types and conflicting emitted-name assignments	the old mutable map would otherwise make some collisions depend on insertion order	test/M14SourceNativeBackendSmokeIntegrationTest.hx	fail-closed fixtures added
2026-07-25T21:00:00Z	ownership	exposed queries and defensive collection copies without giving callers mutable backing maps	the record must remain immutable for the lifetime of one projected program	packages/hxhx-core/src/backend/source/PhpTypedProgramProjection.hx	private map ownership retained
2026-07-25T21:03:00Z	verification	ran the focused PHP/source-target group before broader gates	the smallest executable test proves the new facts construct on real target fixtures and preserve current output	npm run test:m14:source-native-backend-smoke:targets	tests green
2026-07-25T21:05:16Z	guard	removed a static schema field after the request-state audit classified it as process-wide	the immutable record does not need any static field and the audit should remain strict	npm run guard:native-server-request-state	audit green with no exception
2026-07-25T21:07:00Z	successor	made the next child responsible for switching and deleting all five legacy naming maps	observation mode must be temporary and no new naming feature may deepen the duplicate path	docs/00-project/PHP_RENDER_SESSION_HARD_CUT_PLAN.md	explicit hard-cut and removal condition recorded
2026-07-25T21:12:00Z	alias-model	distinguished ambiguous convenience aliases from conflicting exact type identities	the full PHP suite has multiple secondary Point types in one package, where unit.Point is ambiguous but each module-qualified path is exact	test/M14SourceNativeBackendSmokeIntegrationTest.hx	ambiguous alias omitted; exact lookups retained
2026-07-25T21:30:00Z	bootstrap	regenerated the committed native snapshot only through the official Haxe source pipeline	generated OCaml must prove the Haxe implementation lowers and builds without becoming hand-maintained source	.tmp/haxe_ocaml-850ii.32.2.20-bootstrap-report.json	PASS: emit 790s, verify 24s, total 825s, peak RSS 4453 MiB
2026-07-25T21:32:00Z	native-build	built the regenerated snapshot with stage0 explicitly forbidden	the source change must work through the self-contained native artifact rather than a hidden upstream compiler fallback	HXHX_FORBID_STAGE0=1 HAXE_BIN=/definitely-not-used HXHX_DUNE_JOBS=auto bash scripts/hxhx/build-hxhx.sh	PASS: out.bc produced
2026-07-25T21:40:00Z	compiler-shard	ran all compiler and focused regression commands under one heavy-run lease	the new target fact owner touches compiler projection and must preserve broad typed and backend contracts	npm run test:ci:shard -- --shard compiler	PASS: 114/114 in 396.233s
2026-07-25T21:42:00Z	audit-correction	recorded that the first full source-target run failed before the alias model was corrected	the trail must show the experiment that distinguished ambiguous convenience names from contradictory exact identities	full source-target exception at PhpProgramRenderFacts.resolveEmittedCandidates	SUPERSEDED by alias-model row and passing rerun
2026-07-25T21:45:00Z	repository-guards	ran the complete repository contract bundle and whitespace validation	the observation seam must preserve provenance, request-state, source-boundary, generated-artifact, documentation, and formatting policies	npm run ci:guards; git diff --check	PASS: all guards green; formatter clean across 886 Haxe files
2026-07-25T22:01:00Z	fresh-eyes-review	accepted four findings from an independent GPT-5.6 Sol review	the review found guessed module identity, eager validation in the production constructor, missing reverse emitted-name collision detection, and incomplete table-parity evidence	/root/review_php_program_facts	BLOCKERS accepted and corrected before closure
2026-07-25T22:04:00Z	module-identity	carried typed sourceModulePath into every program-fact input	a valid source module need not have the same name as its selected main class, so exact secondary-type lookup cannot be reconstructed from that class	packages/hxhx-core/src/backend/source/PhpTypedProgramProjection.hx; test/M14SourceNativeBackendSmokeIntegrationTest.hx	exact unit.Container.Helper fixture passes
2026-07-25T22:06:00Z	observation-isolation	moved program-fact construction behind the observation accessor	eager construction could have rejected an ordinary production PHP compile even when the renderer never read the facts	packages/hxhx-core/src/backend/source/PhpTypedProgramProjection.hx; scripts/ci/typed-backend-body-boundary-check.js	production construction remains unchanged until the hard cut
2026-07-25T22:08:00Z	reverse-collision	rejected two exact Haxe types that flatten to one emitted PHP name	a forward lookup map alone cannot detect distinct owners of the same generated class spelling	packages/hxhx-core/src/backend/source/PhpProgramRenderFacts.hx; test/M14SourceNativeBackendSmokeIntegrationTest.hx	a.Shared versus b.Shared fails before observation publication
2026-07-25T22:10:00Z	parity	compared all five immutable fact tables with the five legacy builders on one unambiguous program	unchanged output alone proves non-consumption, not that the observation model reproduces current naming decisions	test/M14SourceNativeBackendSmokeIntegrationTest.hx	known, abstract, emitted, duplicate, and interface tables agree
2026-07-25T22:12:00Z	focused-revalidation	reran the focused and full PHP/source-native suites plus boundary and request-state guards after review fixes	the corrected identity and lazy construction needed executable confirmation before another native snapshot	npm run test:m14:source-native-backend-smoke:targets; npm run test:m14:source-native-backend-smoke; npm run test:m14:typed-body-boundary; node scripts/ci/typed-backend-body-boundary-check.js; npm run guard:native-server-request-state; npm run guard:source-native-target-family-plan	PASS
2026-07-25T22:17:00Z	bootstrap-review-fix	regenerated the corrected Haxe source through the official 4.3.7 pipeline and verified the snapshot	the fresh-eyes fixes changed compiler source and generated OCaml must remain derived rather than hand-maintained	.tmp/haxe_ocaml-850ii.32.2.20-bootstrap-review-fix-report.json	PASS: emit 726s, shard 5s, verify 19s, total 755s, peak RSS 4540 MiB
2026-07-25T22:18:00Z	native-build-review-fix	built the corrected regenerated snapshot with stage0 forbidden	the final reviewed source must execute through its self-contained native artifact	HXHX_FORBID_STAGE0=1 HAXE_BIN=/definitely-not-used HXHX_DUNE_JOBS=auto bash scripts/hxhx/build-hxhx.sh	PASS: out.bc produced
2026-07-25T22:24:00Z	compiler-shard-review-fix	reran the compiler shard after every fresh-eyes source correction	the earlier shard preceded the module-identity and lazy-observation fixes	npm run test:ci:shard -- --shard compiler	PASS: 114/114 in 365.873s
2026-07-25T22:25:00Z	format-correction	recorded and corrected the first final guard's formatter-only failure	the semantic suite was green, but closure requires the official formatter to be idempotent on the enlarged PHP smoke test	npm run ci:guards; haxelib run formatter --source test/M14SourceNativeBackendSmokeIntegrationTest.hx	SUPERSEDED by clean formatter check and repeated guards
2026-07-25T22:27:00Z	final-guards	reran the complete repository guards and whitespace validation after official formatting	the final tree, not the pre-review tree, must satisfy every repository contract	npm run ci:guards; git diff --check	PASS: formatter clean across 886 Haxe files and all guards green
2026-07-25T22:27:00Z	xhigh-second-pass	confirmed exact source-module identity, canonical ordering, private immutable storage, lazy observation isolation, reverse collision failure, and one mandatory removal successor	the slice must not authorize caching or let observation mode become a second permanent renderer	implementation, tests, plan, guard, generated snapshot, fresh-eyes findings	PASS: no cache, concurrency, persistence, readiness, or language-semantics claim
2026-07-25T22:27:00Z	readme-review	left README Goals status and progress bars unchanged	this observation-only compiler boundary changes no supported user route or production-readiness claim	README.md; haxe_ocaml-850ii.32.2.20	no README update required
2026-07-25T22:31:00Z	upstream-oracle	verified differently named main and secondary types through installed Haxe 4.3.7	the exact source-module identity correction should be grounded in observable Haxe behavior rather than reviewer inference alone	<HAXE_4_3_7>/haxe .tmp/haxe-module-identity-oracle/build.hxml	PASS: import unit.Container.Helper printed module-helper
