ts	phase	decision	why	evidence	result
2026-08-10T08:44:47Z	calibration	Use thinking:xhigh for Float catch admission	Exception matching and payload binding can produce believable but wrong programs if carrier, tag, order, or lifecycle identity drift	calibrate-reasoning-effort; haxe_ocaml-0uwin.31.5	xhigh applied for subsequent turns
2026-08-10T08:44:47Z	scope correction	Admit Float now and defer final legacy deletion until all current blockers have sealed representations	Repository evidence showed the old route also serves four haxe.io.Eof library catches and one haxe.io.Error enum catch; deleting it in this slice would break supported programs	controlAdmissions from exact_catch_control; generated haxe_io_Eof.ml and haxe_io_Error.ml	task narrowed; successor haxe_ocaml-0uwin.31.6 created
2026-08-10T08:44:47Z	behavior-first red	Require the existing Float scenario to appear as a fourteenth sealed catch chain	The planner previously blocked Float and sent it through target-side type rediscovery	bash test.sh in exact_catch_control	RED as intended: expected 14 sealed chains, got 13
2026-08-10T08:44:47Z	implementation	Select Float from the program-owned internal representation	The catch contract needs the same exact float carrier already chosen by representation planning, not a builder guess	OcamlControlPlanner.selectCatchType; OcamlControlPlan.requireCatchClause	Float uses carrier float, representation:Float:internal-value, tag Float, and recover-exact-value
2026-08-10T08:44:47Z	focused corruption	Reject a Float clause whose sealed output carrier is changed to int	A positive real program alone would not prove the validator is sensitive to carrier corruption	test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	focused control-plan fixture passes positive Float and corrupt-carrier rejection
2026-08-10T08:44:47Z	result policy correction	Distinguish the non-completing Float throw from its completed catch assignment	The first vertical assertion copied the neighboring Bool try policy, but the final typed tree correctly preserves the throwing try body and discards only the completed Float catch branch	exact_catch_control lowering report	fixture now checks preserve-typed-result for the throw and discard-completed-value-to-unit for the catch body
2026-08-10T08:44:47Z	versioning	Advance catch proof, catch/control report models, function pipeline, and lowering schema	The closed semantic decision set gained Float; old plans and reports must not share new identities	proof v4; catch model v4; control model v22; pipeline v85; schema 70	all active consumers updated and six deterministic goldens regenerated by two-run workflow
2026-08-10T08:44:47Z	oracle	Compare exact catch behavior with installed Haxe 4.3.7	Expected matching must not be generated by the OCaml implementation under test	scripts/reflaxe-ocaml/run-exact-catch-control-oracle.sh	PASS routes=3 cases=12
2026-08-10T08:44:47Z	vertical proof	Compile authored Haxe, generate OCaml, build with Dune, execute, inspect, and corrupt saved evidence	This is the lowest faithful proof that planning, syntax, runtime tags, reporting, and public inspection agree	exact_catch_control portable fixture	PASS chains=14; Float decision has exact carrier/tag/conversion and native output matches expected behavior
2026-08-10T08:44:47Z	inventory	Keep the reviewed private-runtime inventory unchanged	Float uses the already-present planned catch implementation; the legacy path cannot be deleted until Eof and enum catch blockers move	private runtime inventory guard	PASS entries=380, same revision
2026-08-10T08:44:47Z	residual bug	Separate the general inspection failure from Float admission	The general fixture rejects a nullable static-field default requirement that predates this change, while exact-catch inspection is green	npm run test:reflaxe-ocaml:inspect; haxe_ocaml-0uwin.49	failure recorded without weakening unreferenced-requirement validation
2026-08-10T08:44:47Z	second pass	Review representation ownership, exact tag semantics, source order, result policies, version invalidation, and claim boundaries	An xhigh semantic expansion requires a written independent challenge before closure	.audit/haxe_ocaml-0uwin.31.5-second-pass.md	bounded Float seam is sound; hard cut and general inspection remain explicitly open
